scenario,distribution,sample_size,data_type,id,replicate,obs_type,samples,max_rhat,divergent_transitions,per_divergent_transitions,max_treedepth,no_at_max_treedepth,per_at_max_treedepth,run_time,model,error,time,tar_group.x,scenario_days,meanlog,sdlog,mean,sd,tar_group.y,distribution_stat,r,growth_rate
fast decay,long,200,Exponential,121,13,"",,,,,,,,,Dynamical and censoring adjusted,Fitting failed. Unable to print.,,,,1.8,0.8,8.33113748768769,7.88814376435135,1,"Long (mean: 8.3, sd: 7.9)",-0.2,Fast decay (-0.2)
fast decay,long,200,Exponential,122,14,"",,,,,,,,,Dynamical and censoring adjusted,Fitting failed. Unable to print.,,,,1.8,0.8,8.33113748768769,7.88814376435135,1,"Long (mean: 8.3, sd: 7.9)",-0.2,Fast decay (-0.2)
fast decay,long,200,Exponential,123,15,"",4000,1,0,0,3,1652,0.413,2.5,Dynamical and censoring adjusted,"",,,,1.8,0.8,8.33113748768769,7.88814376435135,1,"Long (mean: 8.3, sd: 7.9)",-0.2,Fast decay (-0.2)
fast decay,long,200,Exponential,124,16,"",4000,1,0,0,5,1,0.00025,3.1,Dynamical and censoring adjusted,"",,,,1.8,0.8,8.33113748768769,7.88814376435135,1,"Long (mean: 8.3, sd: 7.9)",-0.2,Fast decay (-0.2)
fast decay,long,200,Exponential,125,17,"",4000,1,0,0,4,140,0.035,2.8,Dynamical and censoring adjusted,"",,,,1.8,0.8,8.33113748768769,7.88814376435135,1,"Long (mean: 8.3, sd: 7.9)",-0.2,Fast decay (-0.2)
fast decay,long,200,Exponential,126,18,"",,,,,,,,,Dynamical and censoring adjusted,Fitting failed. Unable to print.,,,,1.8,0.8,8.33113748768769,7.88814376435135,1,"Long (mean: 8.3, sd: 7.9)",-0.2,Fast decay (-0.2)
fast decay,long,200,Exponential,127,19,"",4000,1,0,0,4,1,0.00025,2.5,Dynamical and censoring adjusted,"",,,,1.8,0.8,8.33113748768769,7.88814376435135,1,"Long (mean: 8.3, sd: 7.9)",-0.2,Fast decay (-0.2)
fast decay,long,200,Exponential,128,20,"",4000,1,0,0,4,3,0.00075,2.4,Dynamical and censoring adjusted,"",,,,1.8,0.8,8.33113748768769,7.88814376435135,1,"Long (mean: 8.3, sd: 7.9)",-0.2,Fast decay (-0.2)
fast decay,medium,200,Exponential,129,1,"",4000,1,0,0,4,5,0.00125,2.1,Dynamical and censoring adjusted,"",,,,1.6,0.6,5.92985641859115,3.90349172318309,2,"Medium (mean: 5.9, sd: 3.9)",-0.2,Fast decay (-0.2)
fast decay,medium,200,Exponential,130,2,"",4000,1,0,0,3,1676,0.419,2.4,Dynamical and censoring adjusted,"",,,,1.6,0.6,5.92985641859115,3.90349172318309,2,"Medium (mean: 5.9, sd: 3.9)",-0.2,Fast decay (-0.2)
fast decay,medium,200,Exponential,131,3,"",4000,1,0,0,3,1820,0.455,2.3,Dynamical and censoring adjusted,"",,,,1.6,0.6,5.92985641859115,3.90349172318309,2,"Medium (mean: 5.9, sd: 3.9)",-0.2,Fast decay (-0.2)
fast decay,medium,200,Exponential,132,4,"",4000,1,0,0,3,1689,0.42225,2.6,Dynamical and censoring adjusted,"",,,,1.6,0.6,5.92985641859115,3.90349172318309,2,"Medium (mean: 5.9, sd: 3.9)",-0.2,Fast decay (-0.2)
fast decay,medium,200,Exponential,133,5,"",4000,1,0,0,3,1882,0.4705,2.5,Dynamical and censoring adjusted,"",,,,1.6,0.6,5.92985641859115,3.90349172318309,2,"Medium (mean: 5.9, sd: 3.9)",-0.2,Fast decay (-0.2)
fast decay,medium,200,Exponential,134,6,"",4000,1,0,0,3,1793,0.44825,2.7,Dynamical and censoring adjusted,"",,,,1.6,0.6,5.92985641859115,3.90349172318309,2,"Medium (mean: 5.9, sd: 3.9)",-0.2,Fast decay (-0.2)
fast decay,medium,200,Exponential,135,7,"",4000,1,0,0,3,1661,0.41525,2.5,Dynamical and censoring adjusted,"",,,,1.6,0.6,5.92985641859115,3.90349172318309,2,"Medium (mean: 5.9, sd: 3.9)",-0.2,Fast decay (-0.2)
fast decay,medium,200,Exponential,136,8,"",4000,1,0,0,4,1,0.00025,2.2,Dynamical and censoring adjusted,"",,,,1.6,0.6,5.92985641859115,3.90349172318309,2,"Medium (mean: 5.9, sd: 3.9)",-0.2,Fast decay (-0.2)
fast decay,medium,200,Exponential,137,9,"",4000,1,0,0,3,1520,0.38,2.4,Dynamical and censoring adjusted,"",,,,1.6,0.6,5.92985641859115,3.90349172318309,2,"Medium (mean: 5.9, sd: 3.9)",-0.2,Fast decay (-0.2)
fast decay,medium,200,Exponential,138,10,"",4000,1.01,0,0,3,1638,0.4095,2.6,Dynamical and censoring adjusted,"",,,,1.6,0.6,5.92985641859115,3.90349172318309,2,"Medium (mean: 5.9, sd: 3.9)",-0.2,Fast decay (-0.2)
fast decay,medium,200,Exponential,139,11,"",4000,1,0,0,3,1682,0.4205,2,Dynamical and censoring adjusted,"",,,,1.6,0.6,5.92985641859115,3.90349172318309,2,"Medium (mean: 5.9, sd: 3.9)",-0.2,Fast decay (-0.2)
fast decay,medium,200,Exponential,140,12,"",4000,1,0,0,3,1610,0.4025,2.3,Dynamical and censoring adjusted,"",,,,1.6,0.6,5.92985641859115,3.90349172318309,2,"Medium (mean: 5.9, sd: 3.9)",-0.2,Fast decay (-0.2)
fast decay,medium,200,Exponential,141,13,"",4000,1,0,0,3,1419,0.35475,2.4,Dynamical and censoring adjusted,"",,,,1.6,0.6,5.92985641859115,3.90349172318309,2,"Medium (mean: 5.9, sd: 3.9)",-0.2,Fast decay (-0.2)
fast decay,medium,200,Exponential,142,14,"",4000,1,0,0,3,1684,0.421,2.3,Dynamical and censoring adjusted,"",,,,1.6,0.6,5.92985641859115,3.90349172318309,2,"Medium (mean: 5.9, sd: 3.9)",-0.2,Fast decay (-0.2)
fast decay,medium,200,Exponential,143,15,"",4000,1,0,0,3,1418,0.3545,2,Dynamical and censoring adjusted,"",,,,1.6,0.6,5.92985641859115,3.90349172318309,2,"Medium (mean: 5.9, sd: 3.9)",-0.2,Fast decay (-0.2)
fast decay,medium,200,Exponential,144,16,"",4000,1,0,0,3,1556,0.389,2.3,Dynamical and censoring adjusted,"",,,,1.6,0.6,5.92985641859115,3.90349172318309,2,"Medium (mean: 5.9, sd: 3.9)",-0.2,Fast decay (-0.2)
fast decay,medium,200,Exponential,145,17,"",4000,1,0,0,3,1408,0.352,2.3,Dynamical and censoring adjusted,"",,,,1.6,0.6,5.92985641859115,3.90349172318309,2,"Medium (mean: 5.9, sd: 3.9)",-0.2,Fast decay (-0.2)
fast decay,medium,200,Exponential,146,18,"",4000,1,0,0,3,1511,0.37775,2.2,Dynamical and censoring adjusted,"",,,,1.6,0.6,5.92985641859115,3.90349172318309,2,"Medium (mean: 5.9, sd: 3.9)",-0.2,Fast decay (-0.2)
fast decay,medium,200,Exponential,147,19,"",4000,1,0,0,3,1630,0.4075,2.3,Dynamical and censoring adjusted,"",,,,1.6,0.6,5.92985641859115,3.90349172318309,2,"Medium (mean: 5.9, sd: 3.9)",-0.2,Fast decay (-0.2)
fast decay,medium,200,Exponential,148,20,"",4000,1,0,0,3,1573,0.39325,2.2,Dynamical and censoring adjusted,"",,,,1.6,0.6,5.92985641859115,3.90349172318309,2,"Medium (mean: 5.9, sd: 3.9)",-0.2,Fast decay (-0.2)
fast decay,short,200,Exponential,149,1,"",4000,1,0,0,3,1387,0.34675,2.5,Dynamical and censoring adjusted,"",,,,1.2,0.4,3.59663972556928,1.49816719007286,3,"Short (mean: 3.6, sd: 1.5)",-0.2,Fast decay (-0.2)
fast decay,short,200,Exponential,150,2,"",4000,1.01,2890,0.7225,8,56,0.014,31.2,Dynamical and censoring adjusted,"",,,,1.2,0.4,3.59663972556928,1.49816719007286,3,"Short (mean: 3.6, sd: 1.5)",-0.2,Fast decay (-0.2)
fast decay,short,200,Exponential,151,3,"",4000,1.01,3122,0.7805,6,80,0.02,11.5,Dynamical and censoring adjusted,"",,,,1.2,0.4,3.59663972556928,1.49816719007286,3,"Short (mean: 3.6, sd: 1.5)",-0.2,Fast decay (-0.2)
fast decay,short,200,Exponential,152,4,"",4000,1,0,0,3,1610,0.4025,2.3,Dynamical and censoring adjusted,"",,,,1.2,0.4,3.59663972556928,1.49816719007286,3,"Short (mean: 3.6, sd: 1.5)",-0.2,Fast decay (-0.2)
fast decay,short,200,Exponential,153,5,"",4000,1,0,0,3,1447,0.36175,2,Dynamical and censoring adjusted,"",,,,1.2,0.4,3.59663972556928,1.49816719007286,3,"Short (mean: 3.6, sd: 1.5)",-0.2,Fast decay (-0.2)
fast decay,short,200,Exponential,154,6,"",4000,1,0,0,3,1469,0.36725,2,Dynamical and censoring adjusted,"",,,,1.2,0.4,3.59663972556928,1.49816719007286,3,"Short (mean: 3.6, sd: 1.5)",-0.2,Fast decay (-0.2)
fast decay,short,200,Exponential,155,7,"",4000,1,123,0.03075,4,208,0.052,2.8,Dynamical and censoring adjusted,"",,,,1.2,0.4,3.59663972556928,1.49816719007286,3,"Short (mean: 3.6, sd: 1.5)",-0.2,Fast decay (-0.2)
fast decay,short,200,Exponential,156,8,"",4000,1,0,0,3,1388,0.347,2.3,Dynamical and censoring adjusted,"",,,,1.2,0.4,3.59663972556928,1.49816719007286,3,"Short (mean: 3.6, sd: 1.5)",-0.2,Fast decay (-0.2)
fast decay,short,200,Exponential,157,9,"",4000,1,4,0.001,4,115,0.02875,2.9,Dynamical and censoring adjusted,"",,,,1.2,0.4,3.59663972556928,1.49816719007286,3,"Short (mean: 3.6, sd: 1.5)",-0.2,Fast decay (-0.2)
fast decay,short,200,Exponential,158,10,"",4000,1.01,2022,0.5055,6,254,0.0635,13,Dynamical and censoring adjusted,"",,,,1.2,0.4,3.59663972556928,1.49816719007286,3,"Short (mean: 3.6, sd: 1.5)",-0.2,Fast decay (-0.2)
fast decay,short,200,Exponential,159,11,"",4000,1,11,0.00275,3,1470,0.3675,2.5,Dynamical and censoring adjusted,"",,,,1.2,0.4,3.59663972556928,1.49816719007286,3,"Short (mean: 3.6, sd: 1.5)",-0.2,Fast decay (-0.2)
fast decay,short,200,Exponential,160,12,"",4000,1.04,2452,0.613,10,473,0.11825,111.9,Dynamical and censoring adjusted,"",,,,1.2,0.4,3.59663972556928,1.49816719007286,3,"Short (mean: 3.6, sd: 1.5)",-0.2,Fast decay (-0.2)
fast decay,short,200,Exponential,161,13,"",4000,1,0,0,3,1527,0.38175,2.5,Dynamical and censoring adjusted,"",,,,1.2,0.4,3.59663972556928,1.49816719007286,3,"Short (mean: 3.6, sd: 1.5)",-0.2,Fast decay (-0.2)
fast decay,short,200,Exponential,162,14,"",4000,1,0,0,3,1360,0.34,2.7,Dynamical and censoring adjusted,"",,,,1.2,0.4,3.59663972556928,1.49816719007286,3,"Short (mean: 3.6, sd: 1.5)",-0.2,Fast decay (-0.2)
fast decay,short,200,Exponential,163,15,"",4000,1.02,2735,0.68375,10,367,0.09175,142.7,Dynamical and censoring adjusted,"",,,,1.2,0.4,3.59663972556928,1.49816719007286,3,"Short (mean: 3.6, sd: 1.5)",-0.2,Fast decay (-0.2)
fast decay,short,200,Exponential,164,16,"",4000,1,1229,0.30725,7,1,0.00025,11.9,Dynamical and censoring adjusted,"",,,,1.2,0.4,3.59663972556928,1.49816719007286,3,"Short (mean: 3.6, sd: 1.5)",-0.2,Fast decay (-0.2)
fast decay,short,200,Exponential,165,17,"",4000,1,6,0.0015,3,1503,0.37575,2.4,Dynamical and censoring adjusted,"",,,,1.2,0.4,3.59663972556928,1.49816719007286,3,"Short (mean: 3.6, sd: 1.5)",-0.2,Fast decay (-0.2)
fast decay,short,200,Exponential,166,18,"",4000,1.04,3016,0.754,6,159,0.03975,14,Dynamical and censoring adjusted,"",,,,1.2,0.4,3.59663972556928,1.49816719007286,3,"Short (mean: 3.6, sd: 1.5)",-0.2,Fast decay (-0.2)
fast decay,short,200,Exponential,167,19,"",4000,1,0,0,3,1422,0.3555,2.4,Dynamical and censoring adjusted,"",,,,1.2,0.4,3.59663972556928,1.49816719007286,3,"Short (mean: 3.6, sd: 1.5)",-0.2,Fast decay (-0.2)
fast decay,short,200,Exponential,168,20,"",4000,1,2,5e-04,3,1404,0.351,2.4,Dynamical and censoring adjusted,"",,,,1.2,0.4,3.59663972556928,1.49816719007286,3,"Short (mean: 3.6, sd: 1.5)",-0.2,Fast decay (-0.2)
fast growth,long,200,Exponential,169,1,"",4000,1,0,0,4,108,0.027,2.2,Dynamical and censoring adjusted,"",,,,1.8,0.8,8.33113748768769,7.88814376435135,1,"Long (mean: 8.3, sd: 7.9)",0.2,Fast growth (0.2)
fast growth,long,200,Exponential,170,2,"",4000,1,0,0,4,39,0.00975,2.5,Dynamical and censoring adjusted,"",,,,1.8,0.8,8.33113748768769,7.88814376435135,1,"Long (mean: 8.3, sd: 7.9)",0.2,Fast growth (0.2)
fast growth,long,200,Exponential,171,3,"",4000,1,0,0,4,129,0.03225,3,Dynamical and censoring adjusted,"",,,,1.8,0.8,8.33113748768769,7.88814376435135,1,"Long (mean: 8.3, sd: 7.9)",0.2,Fast growth (0.2)
fast growth,long,200,Exponential,172,4,"",4000,1.01,0,0,4,173,0.04325,2.4,Dynamical and censoring adjusted,"",,,,1.8,0.8,8.33113748768769,7.88814376435135,1,"Long (mean: 8.3, sd: 7.9)",0.2,Fast growth (0.2)
fast growth,long,200,Exponential,173,5,"",4000,1,0,0,4,180,0.045,2.7,Dynamical and censoring adjusted,"",,,,1.8,0.8,8.33113748768769,7.88814376435135,1,"Long (mean: 8.3, sd: 7.9)",0.2,Fast growth (0.2)
fast growth,long,200,Exponential,174,6,"",4000,1,0,0,4,151,0.03775,2.4,Dynamical and censoring adjusted,"",,,,1.8,0.8,8.33113748768769,7.88814376435135,1,"Long (mean: 8.3, sd: 7.9)",0.2,Fast growth (0.2)
fast growth,long,200,Exponential,175,7,"",4000,1,0,0,4,122,0.0305,2.7,Dynamical and censoring adjusted,"",,,,1.8,0.8,8.33113748768769,7.88814376435135,1,"Long (mean: 8.3, sd: 7.9)",0.2,Fast growth (0.2)
fast growth,long,200,Exponential,176,8,"",4000,1,0,0,4,167,0.04175,2.5,Dynamical and censoring adjusted,"",,,,1.8,0.8,8.33113748768769,7.88814376435135,1,"Long (mean: 8.3, sd: 7.9)",0.2,Fast growth (0.2)
fast growth,long,200,Exponential,177,9,"",4000,1,0,0,4,30,0.0075,2.2,Dynamical and censoring adjusted,"",,,,1.8,0.8,8.33113748768769,7.88814376435135,1,"Long (mean: 8.3, sd: 7.9)",0.2,Fast growth (0.2)
fast growth,long,200,Exponential,178,10,"",4000,1,0,0,4,61,0.01525,2.6,Dynamical and censoring adjusted,"",,,,1.8,0.8,8.33113748768769,7.88814376435135,1,"Long (mean: 8.3, sd: 7.9)",0.2,Fast growth (0.2)
fast growth,long,200,Exponential,179,11,"",4000,1,0,0,4,107,0.02675,2.7,Dynamical and censoring adjusted,"",,,,1.8,0.8,8.33113748768769,7.88814376435135,1,"Long (mean: 8.3, sd: 7.9)",0.2,Fast growth (0.2)
fast growth,long,200,Exponential,180,12,"",4000,1,0,0,4,119,0.02975,2.5,Dynamical and censoring adjusted,"",,,,1.8,0.8,8.33113748768769,7.88814376435135,1,"Long (mean: 8.3, sd: 7.9)",0.2,Fast growth (0.2)
fast growth,long,200,Exponential,181,13,"",4000,1,0,0,4,38,0.0095,2.5,Dynamical and censoring adjusted,"",,,,1.8,0.8,8.33113748768769,7.88814376435135,1,"Long (mean: 8.3, sd: 7.9)",0.2,Fast growth (0.2)
fast growth,long,200,Exponential,182,14,"",4000,1,0,0,4,140,0.035,2.6,Dynamical and censoring adjusted,"",,,,1.8,0.8,8.33113748768769,7.88814376435135,1,"Long (mean: 8.3, sd: 7.9)",0.2,Fast growth (0.2)
fast growth,long,200,Exponential,183,15,"",4000,1,0,0,4,125,0.03125,2.7,Dynamical and censoring adjusted,"",,,,1.8,0.8,8.33113748768769,7.88814376435135,1,"Long (mean: 8.3, sd: 7.9)",0.2,Fast growth (0.2)
fast growth,long,200,Exponential,184,16,"",4000,1,0,0,4,4,0.001,2.3,Dynamical and censoring adjusted,"",,,,1.8,0.8,8.33113748768769,7.88814376435135,1,"Long (mean: 8.3, sd: 7.9)",0.2,Fast growth (0.2)
fast growth,long,200,Exponential,185,17,"",4000,1.01,0,0,4,167,0.04175,2.7,Dynamical and censoring adjusted,"",,,,1.8,0.8,8.33113748768769,7.88814376435135,1,"Long (mean: 8.3, sd: 7.9)",0.2,Fast growth (0.2)
fast growth,long,200,Exponential,186,18,"",4000,1,0,0,4,92,0.023,2.7,Dynamical and censoring adjusted,"",,,,1.8,0.8,8.33113748768769,7.88814376435135,1,"Long (mean: 8.3, sd: 7.9)",0.2,Fast growth (0.2)
fast growth,long,200,Exponential,187,19,"",4000,1,0,0,4,129,0.03225,2.7,Dynamical and censoring adjusted,"",,,,1.8,0.8,8.33113748768769,7.88814376435135,1,"Long (mean: 8.3, sd: 7.9)",0.2,Fast growth (0.2)
fast growth,long,200,Exponential,188,20,"",4000,1.01,0,0,4,174,0.0435,2.6,Dynamical and censoring adjusted,"",,,,1.8,0.8,8.33113748768769,7.88814376435135,1,"Long (mean: 8.3, sd: 7.9)",0.2,Fast growth (0.2)
fast growth,medium,200,Exponential,189,1,"",4000,1,0,0,3,1466,0.3665,2.5,Dynamical and censoring adjusted,"",,,,1.6,0.6,5.92985641859115,3.90349172318309,2,"Medium (mean: 5.9, sd: 3.9)",0.2,Fast growth (0.2)
fast growth,medium,200,Exponential,190,2,"",4000,1,0,0,3,1323,0.33075,2.3,Dynamical and censoring adjusted,"",,,,1.6,0.6,5.92985641859115,3.90349172318309,2,"Medium (mean: 5.9, sd: 3.9)",0.2,Fast growth (0.2)
fast growth,medium,200,Exponential,191,3,"",4000,1,0,0,4,1,0.00025,2.4,Dynamical and censoring adjusted,"",,,,1.6,0.6,5.92985641859115,3.90349172318309,2,"Medium (mean: 5.9, sd: 3.9)",0.2,Fast growth (0.2)
fast growth,medium,200,Exponential,192,4,"",4000,1.01,0,0,4,17,0.00425,2.7,Dynamical and censoring adjusted,"",,,,1.6,0.6,5.92985641859115,3.90349172318309,2,"Medium (mean: 5.9, sd: 3.9)",0.2,Fast growth (0.2)
fast growth,medium,200,Exponential,193,5,"",4000,1,0,0,3,1424,0.356,2.5,Dynamical and censoring adjusted,"",,,,1.6,0.6,5.92985641859115,3.90349172318309,2,"Medium (mean: 5.9, sd: 3.9)",0.2,Fast growth (0.2)
fast growth,medium,200,Exponential,194,6,"",4000,1,0,0,4,26,0.0065,2.3,Dynamical and censoring adjusted,"",,,,1.6,0.6,5.92985641859115,3.90349172318309,2,"Medium (mean: 5.9, sd: 3.9)",0.2,Fast growth (0.2)
fast growth,medium,200,Exponential,195,7,"",4000,1,0,0,4,203,0.05075,2.7,Dynamical and censoring adjusted,"",,,,1.6,0.6,5.92985641859115,3.90349172318309,2,"Medium (mean: 5.9, sd: 3.9)",0.2,Fast growth (0.2)
fast growth,medium,200,Exponential,196,8,"",4000,1,0,0,4,2,5e-04,2.4,Dynamical and censoring adjusted,"",,,,1.6,0.6,5.92985641859115,3.90349172318309,2,"Medium (mean: 5.9, sd: 3.9)",0.2,Fast growth (0.2)
fast growth,medium,200,Exponential,197,9,"",4000,1,0,0,4,17,0.00425,2.6,Dynamical and censoring adjusted,"",,,,1.6,0.6,5.92985641859115,3.90349172318309,2,"Medium (mean: 5.9, sd: 3.9)",0.2,Fast growth (0.2)
fast growth,medium,200,Exponential,198,10,"",4000,1,0,0,4,37,0.00925,2.6,Dynamical and censoring adjusted,"",,,,1.6,0.6,5.92985641859115,3.90349172318309,2,"Medium (mean: 5.9, sd: 3.9)",0.2,Fast growth (0.2)
fast growth,medium,200,Exponential,199,11,"",4000,1.01,0,0,3,1595,0.39875,2.6,Dynamical and censoring adjusted,"",,,,1.6,0.6,5.92985641859115,3.90349172318309,2,"Medium (mean: 5.9, sd: 3.9)",0.2,Fast growth (0.2)
fast growth,medium,200,Exponential,200,12,"",4000,1,0,0,4,53,0.01325,2.2,Dynamical and censoring adjusted,"",,,,1.6,0.6,5.92985641859115,3.90349172318309,2,"Medium (mean: 5.9, sd: 3.9)",0.2,Fast growth (0.2)
fast growth,medium,200,Exponential,201,13,"",4000,1.01,0,0,4,129,0.03225,2.9,Dynamical and censoring adjusted,"",,,,1.6,0.6,5.92985641859115,3.90349172318309,2,"Medium (mean: 5.9, sd: 3.9)",0.2,Fast growth (0.2)
fast growth,medium,200,Exponential,202,14,"",4000,1,0,0,4,109,0.02725,2.5,Dynamical and censoring adjusted,"",,,,1.6,0.6,5.92985641859115,3.90349172318309,2,"Medium (mean: 5.9, sd: 3.9)",0.2,Fast growth (0.2)
fast growth,medium,200,Exponential,203,15,"",4000,1,0,0,3,1477,0.36925,2.4,Dynamical and censoring adjusted,"",,,,1.6,0.6,5.92985641859115,3.90349172318309,2,"Medium (mean: 5.9, sd: 3.9)",0.2,Fast growth (0.2)
fast growth,medium,200,Exponential,204,16,"",4000,1,0,0,4,10,0.0025,2.3,Dynamical and censoring adjusted,"",,,,1.6,0.6,5.92985641859115,3.90349172318309,2,"Medium (mean: 5.9, sd: 3.9)",0.2,Fast growth (0.2)
fast growth,medium,200,Exponential,205,17,"",4000,1,0,0,3,1532,0.383,2.4,Dynamical and censoring adjusted,"",,,,1.6,0.6,5.92985641859115,3.90349172318309,2,"Medium (mean: 5.9, sd: 3.9)",0.2,Fast growth (0.2)
