scenario,distribution,sample_size,data_type,id,replicate,obs_type,samples,max_rhat,divergent_transitions,per_divergent_transitions,max_treedepth,no_at_max_treedepth,per_at_max_treedepth,run_time,model,error,time,tar_group.x,scenario_days,meanlog,sdlog,mean,sd,tar_group.y,distribution_stat,r,growth_rate
late outbreak,medium,100,Outbreak,17,1,"",4000,1,0,0,3,1580,0.395,6.8,Dynamical and censoring adjusted,"",60,2,late outbreak (day 60),1.6,0.6,5.92985641859115,3.90349172318309,2,"Medium (mean: 5.9, sd: 3.9)",,
late outbreak,medium,200,Outbreak,29,1,"",4000,1,0,0,3,1649,0.41225,6.6,Dynamical and censoring adjusted,"",60,2,late outbreak (day 60),1.6,0.6,5.92985641859115,3.90349172318309,2,"Medium (mean: 5.9, sd: 3.9)",,
late outbreak,medium,400,Outbreak,41,1,"",4000,1,0,0,3,1655,0.41375,8.1,Dynamical and censoring adjusted,"",60,2,late outbreak (day 60),1.6,0.6,5.92985641859115,3.90349172318309,2,"Medium (mean: 5.9, sd: 3.9)",,
late outbreak,short,10,Outbreak,6,1,"",4000,1.03,3091,0.77275,7,11,0.00275,10.3,Dynamical and censoring adjusted,"",60,2,late outbreak (day 60),1.2,0.4,3.59663972556928,1.49816719007286,3,"Short (mean: 3.6, sd: 1.5)",,
late outbreak,short,100,Outbreak,18,1,"",4000,2.08,2236,0.559,7,100,0.025,33.9,Dynamical and censoring adjusted,"",60,2,late outbreak (day 60),1.2,0.4,3.59663972556928,1.49816719007286,3,"Short (mean: 3.6, sd: 1.5)",,
late outbreak,short,200,Outbreak,30,1,"",4000,1,117,0.02925,4,56,0.014,15.5,Dynamical and censoring adjusted,"",60,2,late outbreak (day 60),1.2,0.4,3.59663972556928,1.49816719007286,3,"Short (mean: 3.6, sd: 1.5)",,
late outbreak,short,400,Outbreak,42,1,"",4000,2.09,2101,0.52525,8,7,0.00175,48.4,Dynamical and censoring adjusted,"",60,2,late outbreak (day 60),1.2,0.4,3.59663972556928,1.49816719007286,3,"Short (mean: 3.6, sd: 1.5)",,
near peak,long,10,Outbreak,7,1,"",4000,1.01,2,5e-04,6,3,0.00075,2.1,Dynamical and censoring adjusted,"",30,3,near peak (day 30),1.8,0.8,8.33113748768769,7.88814376435135,1,"Long (mean: 8.3, sd: 7.9)",,
near peak,long,100,Outbreak,19,1,"",4000,1,0,0,4,163,0.04075,2.3,Dynamical and censoring adjusted,"",30,3,near peak (day 30),1.8,0.8,8.33113748768769,7.88814376435135,1,"Long (mean: 8.3, sd: 7.9)",,
near peak,long,200,Outbreak,31,1,"",4000,1,0,0,4,113,0.02825,2.7,Dynamical and censoring adjusted,"",30,3,near peak (day 30),1.8,0.8,8.33113748768769,7.88814376435135,1,"Long (mean: 8.3, sd: 7.9)",,
near peak,long,400,Outbreak,43,1,"",4000,1,0,0,3,1164,0.291,3.3,Dynamical and censoring adjusted,"",30,3,near peak (day 30),1.8,0.8,8.33113748768769,7.88814376435135,1,"Long (mean: 8.3, sd: 7.9)",,
near peak,medium,10,Outbreak,8,1,"",4000,1.02,11,0.00275,6,7,0.00175,1.2,Dynamical and censoring adjusted,"",30,3,near peak (day 30),1.6,0.6,5.92985641859115,3.90349172318309,2,"Medium (mean: 5.9, sd: 3.9)",,
near peak,medium,100,Outbreak,20,1,"",4000,1,0,0,4,1,0.00025,2.1,Dynamical and censoring adjusted,"",30,3,near peak (day 30),1.6,0.6,5.92985641859115,3.90349172318309,2,"Medium (mean: 5.9, sd: 3.9)",,
near peak,medium,200,Outbreak,32,1,"",4000,1,0,0,3,1331,0.33275,2.4,Dynamical and censoring adjusted,"",30,3,near peak (day 30),1.6,0.6,5.92985641859115,3.90349172318309,2,"Medium (mean: 5.9, sd: 3.9)",,
near peak,medium,400,Outbreak,44,1,"",4000,1,0,0,3,1591,0.39775,3.3,Dynamical and censoring adjusted,"",30,3,near peak (day 30),1.6,0.6,5.92985641859115,3.90349172318309,2,"Medium (mean: 5.9, sd: 3.9)",,
near peak,short,10,Outbreak,9,1,"",4000,1.01,1980,0.495,6,9,0.00225,3.9,Dynamical and censoring adjusted,"",30,3,near peak (day 30),1.2,0.4,3.59663972556928,1.49816719007286,3,"Short (mean: 3.6, sd: 1.5)",,
near peak,short,100,Outbreak,21,1,"",4000,1,5,0.00125,3,1588,0.397,2.1,Dynamical and censoring adjusted,"",30,3,near peak (day 30),1.2,0.4,3.59663972556928,1.49816719007286,3,"Short (mean: 3.6, sd: 1.5)",,
near peak,short,200,Outbreak,33,1,"",4000,1,65,0.01625,3,1754,0.4385,2.8,Dynamical and censoring adjusted,"",30,3,near peak (day 30),1.2,0.4,3.59663972556928,1.49816719007286,3,"Short (mean: 3.6, sd: 1.5)",,
near peak,short,400,Outbreak,45,1,"",4000,1,0,0,3,1553,0.38825,3.3,Dynamical and censoring adjusted,"",30,3,near peak (day 30),1.2,0.4,3.59663972556928,1.49816719007286,3,"Short (mean: 3.6, sd: 1.5)",,
past peak,long,10,Outbreak,10,1,"",4000,1.01,261,0.06525,6,3,0.00075,5.4,Dynamical and censoring adjusted,"",45,4,past peak (day 45),1.8,0.8,8.33113748768769,7.88814376435135,1,"Long (mean: 8.3, sd: 7.9)",,
past peak,long,100,Outbreak,22,1,"",4000,1,0,0,4,80,0.02,4.2,Dynamical and censoring adjusted,"",45,4,past peak (day 45),1.8,0.8,8.33113748768769,7.88814376435135,1,"Long (mean: 8.3, sd: 7.9)",,
past peak,long,200,Outbreak,34,1,"",4000,1,0,0,3,1553,0.38825,4.4,Dynamical and censoring adjusted,"",45,4,past peak (day 45),1.8,0.8,8.33113748768769,7.88814376435135,1,"Long (mean: 8.3, sd: 7.9)",,
past peak,long,400,Outbreak,46,1,"",4000,1,0,0,3,1420,0.355,5.1,Dynamical and censoring adjusted,"",45,4,past peak (day 45),1.8,0.8,8.33113748768769,7.88814376435135,1,"Long (mean: 8.3, sd: 7.9)",,
past peak,medium,10,Outbreak,11,1,"",4000,1.01,0,0,5,14,0.0035,3.9,Dynamical and censoring adjusted,"",45,4,past peak (day 45),1.6,0.6,5.92985641859115,3.90349172318309,2,"Medium (mean: 5.9, sd: 3.9)",,
past peak,medium,100,Outbreak,23,1,"",4000,1,0,0,3,1522,0.3805,3.2,Dynamical and censoring adjusted,"",45,4,past peak (day 45),1.6,0.6,5.92985641859115,3.90349172318309,2,"Medium (mean: 5.9, sd: 3.9)",,
past peak,medium,200,Outbreak,35,1,"",4000,1,0,0,3,1646,0.4115,4.6,Dynamical and censoring adjusted,"",45,4,past peak (day 45),1.6,0.6,5.92985641859115,3.90349172318309,2,"Medium (mean: 5.9, sd: 3.9)",,
past peak,medium,400,Outbreak,47,1,"",4000,1,0,0,3,1524,0.381,5.2,Dynamical and censoring adjusted,"",45,4,past peak (day 45),1.6,0.6,5.92985641859115,3.90349172318309,2,"Medium (mean: 5.9, sd: 3.9)",,
past peak,short,10,Outbreak,12,1,"",4000,1.01,5,0.00125,5,3,0.00075,2.5,Dynamical and censoring adjusted,"",45,4,past peak (day 45),1.2,0.4,3.59663972556928,1.49816719007286,3,"Short (mean: 3.6, sd: 1.5)",,
past peak,short,100,Outbreak,24,1,"",4000,1,424,0.106,6,115,0.02875,13.1,Dynamical and censoring adjusted,"",45,4,past peak (day 45),1.2,0.4,3.59663972556928,1.49816719007286,3,"Short (mean: 3.6, sd: 1.5)",,
past peak,short,200,Outbreak,36,1,"",4000,1.01,17,0.00425,3,1411,0.35275,4.6,Dynamical and censoring adjusted,"",45,4,past peak (day 45),1.2,0.4,3.59663972556928,1.49816719007286,3,"Short (mean: 3.6, sd: 1.5)",,
past peak,short,400,Outbreak,48,1,"",4000,1,13,0.00325,4,70,0.0175,6,Dynamical and censoring adjusted,"",45,4,past peak (day 45),1.2,0.4,3.59663972556928,1.49816719007286,3,"Short (mean: 3.6, sd: 1.5)",,
stable,long,200,Exponential,289,1,"",4000,1,0,0,3,1532,0.383,2.4,Dynamical and censoring adjusted,"",,,,1.8,0.8,8.33113748768769,7.88814376435135,1,"Long (mean: 8.3, sd: 7.9)",0,Stable (0)
stable,long,200,Exponential,290,2,"",4000,1,0,0,3,1641,0.41025,2.4,Dynamical and censoring adjusted,"",,,,1.8,0.8,8.33113748768769,7.88814376435135,1,"Long (mean: 8.3, sd: 7.9)",0,Stable (0)
stable,long,200,Exponential,291,3,"",4000,1,0,0,4,2,5e-04,2.4,Dynamical and censoring adjusted,"",,,,1.8,0.8,8.33113748768769,7.88814376435135,1,"Long (mean: 8.3, sd: 7.9)",0,Stable (0)
stable,long,200,Exponential,292,4,"",4000,1,0,0,3,1613,0.40325,2.4,Dynamical and censoring adjusted,"",,,,1.8,0.8,8.33113748768769,7.88814376435135,1,"Long (mean: 8.3, sd: 7.9)",0,Stable (0)
stable,long,200,Exponential,293,5,"",4000,1,0,0,4,17,0.00425,2.5,Dynamical and censoring adjusted,"",,,,1.8,0.8,8.33113748768769,7.88814376435135,1,"Long (mean: 8.3, sd: 7.9)",0,Stable (0)
stable,long,200,Exponential,294,6,"",4000,1,0,0,4,91,0.02275,2.5,Dynamical and censoring adjusted,"",,,,1.8,0.8,8.33113748768769,7.88814376435135,1,"Long (mean: 8.3, sd: 7.9)",0,Stable (0)
stable,long,200,Exponential,295,7,"",4000,1,0,0,4,1,0.00025,2.4,Dynamical and censoring adjusted,"",,,,1.8,0.8,8.33113748768769,7.88814376435135,1,"Long (mean: 8.3, sd: 7.9)",0,Stable (0)
stable,long,200,Exponential,296,8,"",4000,1,0,0,3,1424,0.356,2.4,Dynamical and censoring adjusted,"",,,,1.8,0.8,8.33113748768769,7.88814376435135,1,"Long (mean: 8.3, sd: 7.9)",0,Stable (0)
stable,long,200,Exponential,297,9,"",4000,1,0,0,3,1378,0.3445,2.4,Dynamical and censoring adjusted,"",,,,1.8,0.8,8.33113748768769,7.88814376435135,1,"Long (mean: 8.3, sd: 7.9)",0,Stable (0)
stable,long,200,Exponential,298,10,"",4000,1,0,0,3,1416,0.354,2.4,Dynamical and censoring adjusted,"",,,,1.8,0.8,8.33113748768769,7.88814376435135,1,"Long (mean: 8.3, sd: 7.9)",0,Stable (0)
stable,long,200,Exponential,299,11,"",4000,1,0,0,3,1637,0.40925,2.4,Dynamical and censoring adjusted,"",,,,1.8,0.8,8.33113748768769,7.88814376435135,1,"Long (mean: 8.3, sd: 7.9)",0,Stable (0)
stable,long,200,Exponential,300,12,"",4000,1,0,0,4,1,0.00025,2.5,Dynamical and censoring adjusted,"",,,,1.8,0.8,8.33113748768769,7.88814376435135,1,"Long (mean: 8.3, sd: 7.9)",0,Stable (0)
stable,long,200,Exponential,301,13,"",4000,1,0,0,4,132,0.033,2.7,Dynamical and censoring adjusted,"",,,,1.8,0.8,8.33113748768769,7.88814376435135,1,"Long (mean: 8.3, sd: 7.9)",0,Stable (0)
stable,long,200,Exponential,302,14,"",4000,1,0,0,3,1298,0.3245,2.3,Dynamical and censoring adjusted,"",,,,1.8,0.8,8.33113748768769,7.88814376435135,1,"Long (mean: 8.3, sd: 7.9)",0,Stable (0)
stable,long,200,Exponential,303,15,"",4000,1,0,0,3,1269,0.31725,2.4,Dynamical and censoring adjusted,"",,,,1.8,0.8,8.33113748768769,7.88814376435135,1,"Long (mean: 8.3, sd: 7.9)",0,Stable (0)
stable,long,200,Exponential,304,16,"",4000,1,0,0,4,55,0.01375,2.6,Dynamical and censoring adjusted,"",,,,1.8,0.8,8.33113748768769,7.88814376435135,1,"Long (mean: 8.3, sd: 7.9)",0,Stable (0)
stable,long,200,Exponential,305,17,"",4000,1,0,0,4,40,0.01,2.6,Dynamical and censoring adjusted,"",,,,1.8,0.8,8.33113748768769,7.88814376435135,1,"Long (mean: 8.3, sd: 7.9)",0,Stable (0)
stable,long,200,Exponential,306,18,"",4000,1,0,0,3,1617,0.40425,2.4,Dynamical and censoring adjusted,"",,,,1.8,0.8,8.33113748768769,7.88814376435135,1,"Long (mean: 8.3, sd: 7.9)",0,Stable (0)
stable,long,200,Exponential,307,19,"",4000,1,0,0,3,1611,0.40275,2.4,Dynamical and censoring adjusted,"",,,,1.8,0.8,8.33113748768769,7.88814376435135,1,"Long (mean: 8.3, sd: 7.9)",0,Stable (0)
stable,long,200,Exponential,308,20,"",4000,1,0,0,4,14,0.0035,2.5,Dynamical and censoring adjusted,"",,,,1.8,0.8,8.33113748768769,7.88814376435135,1,"Long (mean: 8.3, sd: 7.9)",0,Stable (0)
stable,medium,200,Exponential,309,1,"",4000,1,0,0,3,1802,0.4505,2.6,Dynamical and censoring adjusted,"",,,,1.6,0.6,5.92985641859115,3.90349172318309,2,"Medium (mean: 5.9, sd: 3.9)",0,Stable (0)
stable,medium,200,Exponential,310,2,"",4000,1,0,0,3,1646,0.4115,2.5,Dynamical and censoring adjusted,"",,,,1.6,0.6,5.92985641859115,3.90349172318309,2,"Medium (mean: 5.9, sd: 3.9)",0,Stable (0)
stable,medium,200,Exponential,311,3,"",4000,1,0,0,3,1685,0.42125,2.4,Dynamical and censoring adjusted,"",,,,1.6,0.6,5.92985641859115,3.90349172318309,2,"Medium (mean: 5.9, sd: 3.9)",0,Stable (0)
stable,medium,200,Exponential,312,4,"",4000,1,0,0,3,1625,0.40625,2.4,Dynamical and censoring adjusted,"",,,,1.6,0.6,5.92985641859115,3.90349172318309,2,"Medium (mean: 5.9, sd: 3.9)",0,Stable (0)
stable,medium,200,Exponential,313,5,"",4000,1,0,0,3,1591,0.39775,2.5,Dynamical and censoring adjusted,"",,,,1.6,0.6,5.92985641859115,3.90349172318309,2,"Medium (mean: 5.9, sd: 3.9)",0,Stable (0)
stable,medium,200,Exponential,314,6,"",4000,1,0,0,3,1583,0.39575,2.4,Dynamical and censoring adjusted,"",,,,1.6,0.6,5.92985641859115,3.90349172318309,2,"Medium (mean: 5.9, sd: 3.9)",0,Stable (0)
stable,medium,200,Exponential,315,7,"",4000,1,0,0,3,1526,0.3815,2.5,Dynamical and censoring adjusted,"",,,,1.6,0.6,5.92985641859115,3.90349172318309,2,"Medium (mean: 5.9, sd: 3.9)",0,Stable (0)
stable,medium,200,Exponential,316,8,"",4000,1,0,0,3,1624,0.406,2.5,Dynamical and censoring adjusted,"",,,,1.6,0.6,5.92985641859115,3.90349172318309,2,"Medium (mean: 5.9, sd: 3.9)",0,Stable (0)
stable,medium,200,Exponential,317,9,"",4000,1,0,0,3,1681,0.42025,2.5,Dynamical and censoring adjusted,"",,,,1.6,0.6,5.92985641859115,3.90349172318309,2,"Medium (mean: 5.9, sd: 3.9)",0,Stable (0)
stable,medium,200,Exponential,318,10,"",4000,1,0,0,3,1556,0.389,2.4,Dynamical and censoring adjusted,"",,,,1.6,0.6,5.92985641859115,3.90349172318309,2,"Medium (mean: 5.9, sd: 3.9)",0,Stable (0)
stable,medium,200,Exponential,319,11,"",4000,1,0,0,3,1657,0.41425,2.4,Dynamical and censoring adjusted,"",,,,1.6,0.6,5.92985641859115,3.90349172318309,2,"Medium (mean: 5.9, sd: 3.9)",0,Stable (0)
stable,medium,200,Exponential,320,12,"",4000,1,0,0,3,1493,0.37325,2.4,Dynamical and censoring adjusted,"",,,,1.6,0.6,5.92985641859115,3.90349172318309,2,"Medium (mean: 5.9, sd: 3.9)",0,Stable (0)
stable,medium,200,Exponential,321,13,"",4000,1,0,0,3,1634,0.4085,2.4,Dynamical and censoring adjusted,"",,,,1.6,0.6,5.92985641859115,3.90349172318309,2,"Medium (mean: 5.9, sd: 3.9)",0,Stable (0)
stable,medium,200,Exponential,322,14,"",4000,1,0,0,3,1479,0.36975,2.4,Dynamical and censoring adjusted,"",,,,1.6,0.6,5.92985641859115,3.90349172318309,2,"Medium (mean: 5.9, sd: 3.9)",0,Stable (0)
stable,medium,200,Exponential,323,15,"",4000,1.01,0,0,3,1553,0.38825,2.4,Dynamical and censoring adjusted,"",,,,1.6,0.6,5.92985641859115,3.90349172318309,2,"Medium (mean: 5.9, sd: 3.9)",0,Stable (0)
stable,medium,200,Exponential,324,16,"",4000,1,0,0,3,1494,0.3735,2.4,Dynamical and censoring adjusted,"",,,,1.6,0.6,5.92985641859115,3.90349172318309,2,"Medium (mean: 5.9, sd: 3.9)",0,Stable (0)
stable,medium,200,Exponential,325,17,"",4000,1,0,0,3,1672,0.418,2.5,Dynamical and censoring adjusted,"",,,,1.6,0.6,5.92985641859115,3.90349172318309,2,"Medium (mean: 5.9, sd: 3.9)",0,Stable (0)
stable,medium,200,Exponential,326,18,"",4000,1,0,0,3,1565,0.39125,2.5,Dynamical and censoring adjusted,"",,,,1.6,0.6,5.92985641859115,3.90349172318309,2,"Medium (mean: 5.9, sd: 3.9)",0,Stable (0)
stable,medium,200,Exponential,327,19,"",4000,1,0,0,3,1630,0.4075,2.5,Dynamical and censoring adjusted,"",,,,1.6,0.6,5.92985641859115,3.90349172318309,2,"Medium (mean: 5.9, sd: 3.9)",0,Stable (0)
stable,medium,200,Exponential,328,20,"",4000,1,0,0,3,1656,0.414,2.5,Dynamical and censoring adjusted,"",,,,1.6,0.6,5.92985641859115,3.90349172318309,2,"Medium (mean: 5.9, sd: 3.9)",0,Stable (0)
stable,short,200,Exponential,329,1,"",4000,1,0,0,3,1478,0.3695,2.5,Dynamical and censoring adjusted,"",,,,1.2,0.4,3.59663972556928,1.49816719007286,3,"Short (mean: 3.6, sd: 1.5)",0,Stable (0)
stable,short,200,Exponential,330,2,"",4000,1,0,0,3,1441,0.36025,2.5,Dynamical and censoring adjusted,"",,,,1.2,0.4,3.59663972556928,1.49816719007286,3,"Short (mean: 3.6, sd: 1.5)",0,Stable (0)
stable,short,200,Exponential,331,3,"",4000,1,14,0.0035,4,1,0.00025,2.8,Dynamical and censoring adjusted,"",,,,1.2,0.4,3.59663972556928,1.49816719007286,3,"Short (mean: 3.6, sd: 1.5)",0,Stable (0)
stable,short,200,Exponential,332,4,"",4000,1,0,0,3,1520,0.38,2.5,Dynamical and censoring adjusted,"",,,,1.2,0.4,3.59663972556928,1.49816719007286,3,"Short (mean: 3.6, sd: 1.5)",0,Stable (0)
stable,short,200,Exponential,333,5,"",4000,1,0,0,3,1552,0.388,2.5,Dynamical and censoring adjusted,"",,,,1.2,0.4,3.59663972556928,1.49816719007286,3,"Short (mean: 3.6, sd: 1.5)",0,Stable (0)
stable,short,200,Exponential,334,6,"",4000,1,0,0,3,1486,0.3715,2.5,Dynamical and censoring adjusted,"",,,,1.2,0.4,3.59663972556928,1.49816719007286,3,"Short (mean: 3.6, sd: 1.5)",0,Stable (0)
stable,short,200,Exponential,335,7,"",4000,1,0,0,3,1509,0.37725,2.5,Dynamical and censoring adjusted,"",,,,1.2,0.4,3.59663972556928,1.49816719007286,3,"Short (mean: 3.6, sd: 1.5)",0,Stable (0)
stable,short,200,Exponential,336,8,"",4000,1,0,0,3,1768,0.442,2.6,Dynamical and censoring adjusted,"",,,,1.2,0.4,3.59663972556928,1.49816719007286,3,"Short (mean: 3.6, sd: 1.5)",0,Stable (0)
stable,short,200,Exponential,337,9,"",4000,1,0,0,3,1567,0.39175,2.5,Dynamical and censoring adjusted,"",,,,1.2,0.4,3.59663972556928,1.49816719007286,3,"Short (mean: 3.6, sd: 1.5)",0,Stable (0)
stable,short,200,Exponential,338,10,"",4000,1,0,0,3,1478,0.3695,2.5,Dynamical and censoring adjusted,"",,,,1.2,0.4,3.59663972556928,1.49816719007286,3,"Short (mean: 3.6, sd: 1.5)",0,Stable (0)
stable,short,200,Exponential,339,11,"",4000,1,0,0,3,1532,0.383,2.6,Dynamical and censoring adjusted,"",,,,1.2,0.4,3.59663972556928,1.49816719007286,3,"Short (mean: 3.6, sd: 1.5)",0,Stable (0)
stable,short,200,Exponential,340,12,"",4000,1,0,0,3,1743,0.43575,2.6,Dynamical and censoring adjusted,"",,,,1.2,0.4,3.59663972556928,1.49816719007286,3,"Short (mean: 3.6, sd: 1.5)",0,Stable (0)
stable,short,200,Exponential,341,13,"",4000,1,0,0,4,23,0.00575,2.7,Dynamical and censoring adjusted,"",,,,1.2,0.4,3.59663972556928,1.49816719007286,3,"Short (mean: 3.6, sd: 1.5)",0,Stable (0)
stable,short,200,Exponential,342,14,"",4000,1,0,0,3,1553,0.38825,2.6,Dynamical and censoring adjusted,"",,,,1.2,0.4,3.59663972556928,1.49816719007286,3,"Short (mean: 3.6, sd: 1.5)",0,Stable (0)
stable,short,200,Exponential,343,15,"",4000,1,2,5e-04,3,1617,0.40425,2.6,Dynamical and censoring adjusted,"",,,,1.2,0.4,3.59663972556928,1.49816719007286,3,"Short (mean: 3.6, sd: 1.5)",0,Stable (0)
stable,short,200,Exponential,344,16,"",4000,1,0,0,3,1705,0.42625,2.6,Dynamical and censoring adjusted,"",,,,1.2,0.4,3.59663972556928,1.49816719007286,3,"Short (mean: 3.6, sd: 1.5)",0,Stable (0)
stable,short,200,Exponential,345,17,"",4000,1,0,0,3,1443,0.36075,2.6,Dynamical and censoring adjusted,"",,,,1.2,0.4,3.59663972556928,1.49816719007286,3,"Short (mean: 3.6, sd: 1.5)",0,Stable (0)
stable,short,200,Exponential,346,18,"",4000,1,0,0,3,1610,0.4025,2.6,Dynamical and censoring adjusted,"",,,,1.2,0.4,3.59663972556928,1.49816719007286,3,"Short (mean: 3.6, sd: 1.5)",0,Stable (0)
stable,short,200,Exponential,347,19,"",4000,1,0,0,3,1473,0.36825,2.6,Dynamical and censoring adjusted,"",,,,1.2,0.4,3.59663972556928,1.49816719007286,3,"Short (mean: 3.6, sd: 1.5)",0,Stable (0)
stable,short,200,Exponential,348,20,"",4000,1,8,0.002,3,1549,0.38725,2.5,Dynamical and censoring adjusted,"",,,,1.2,0.4,3.59663972556928,1.49816719007286,3,"Short (mean: 3.6, sd: 1.5)",0,Stable (0)
